id_str,user_id_str,created_at,screen_name,location,hashtag
1707372084371059125,1142172626,Thu Sep 28 12:30:01 +0000 2023,ipandacom,,ChineseCulture
1706586907332034669,1142172626,Tue Sep 26 08:30:00 +0000 2023,ipandacom,,CCRGCP
1706586907332034669,1142172626,Tue Sep 26 08:30:00 +0000 2023,ipandacom,,PandaPic
1706254721697341543,1142172626,Mon Sep 25 10:30:00 +0000 2023,ipandacom,,PandaOfToday
1706254721697341543,1142172626,Mon Sep 25 10:30:00 +0000 2023,ipandacom,,ChengduPandaBase
1706254721697341543,1142172626,Mon Sep 25 10:30:00 +0000 2023,ipandacom,,HangzhouAsianGames
1705371398577795276,1142172626,Sat Sep 23 00:00:00 +0000 2023,ipandacom,,ChengduPandaBase
1705371398577795276,1142172626,Sat Sep 23 00:00:00 +0000 2023,ipandacom,,ChineseCulture
1705371398577795276,1142172626,Sat Sep 23 00:00:00 +0000 2023,ipandacom,,24SolarTerms
1705371398577795276,1142172626,Sat Sep 23 00:00:00 +0000 2023,ipandacom,,PandaPic
1705356307837161893,1142172626,Fri Sep 22 23:00:02 +0000 2023,ipandacom,,PandaPic
1705356307837161893,1142172626,Fri Sep 22 23:00:02 +0000 2023,ipandacom,,HangzhouAsianGames
1705167557093740560,1142172626,Fri Sep 22 10:30:00 +0000 2023,ipandacom,,PandaPic
1705167557093740560,1142172626,Fri Sep 22 10:30:00 +0000 2023,ipandacom,,HangzhouAsianGames
1705129811549798553,1142172626,Fri Sep 22 08:00:01 +0000 2023,ipandacom,,ChengduPandaBase
1705129811549798553,1142172626,Fri Sep 22 08:00:01 +0000 2023,ipandacom,,PandaPic
1704050193199423964,1142172626,Tue Sep 19 08:30:00 +0000 2023,ipandacom,,PandaPic
1704050193199423964,1142172626,Tue Sep 19 08:30:00 +0000 2023,ipandacom,,ChengduPandaBase
1702109910878883860,1142172626,Thu Sep 14 00:00:01 +0000 2023,ipandacom,,PandaPic
1702109910878883860,1142172626,Thu Sep 14 00:00:01 +0000 2023,ipandacom,,FriendshipMessenger
1702109910878883860,1142172626,Thu Sep 14 00:00:01 +0000 2023,ipandacom,,ChengduPandaBase
